hotspot.id	hot_helper	shared	cytoband	chr	start.bp	end.bp	length.bp	number.bps	no.samples	no.del	no.dup	no.inv	no.trn	gistic	hotspot_type	novel_hotspot	fragile	include_as_hotspot	include_comment	to_check	MSK_comment	ER_decision	artifact_comment	annotation	CNV_support	CNV_comment	fusion_overexpressed_driver	limma_driver	expression_comment	additional_analysis	comment	reference	analysis	params	gistic.del.id	gistic.del.genes	gistic.amp.id	gistic.amp.genes
nonClustered_chr3_80.2Mb	2	unique	p12.2	chr3	80183412	82204007	2020595	32	13	25	3	3	1	NO	unknown	YES		1	include	artifact or unknown?	"but you have many chromothripsis and other events. Maybe some are artifacts, but it looks that some opf these are real… I'd put unknown… in general I agree that cluster invesrsions ans stereotype translocazions are bad… but when you have many events and many lokk real i'd keep a conservative apoproach... unknown with 4-8X can always be not confirmed... the importance is not claim gene that are not real... "	"ok, keep"	"many small deletions without CNV -- artifacts? There are also real events, but without the small putative artifacts this would no longer be a hotspot. The CNV plots show enrichment of AMP in the overall region, but very few of these are caused by SVs in the hotspots which mostly have no effect or are focal DEL. Overall I am leaning towards artifact for this region."		0		0	0			"Focal deletions that look real, but no clear target or transcription impact. Unknown. "		agnostic	i=2-g=5-n=8				
nonClustered_chr3_109.7Mb	2	pseudoBinningAll_chr3_109.3Mb	q13.13	chr3	109695820	109752158	56338	8	8	0	1	0	7	NO	artifact	NO		0	exclude						0						"Stereotypical translocation breakpoints, no clear target. "		agnostic	i=2-g=5-n=8				
nonClustered_chr3_140.6Mb	2	pseudoBinningAll_chr3_140.6Mb	q23	chr3	140621109	141283737	662628	29	16	8	13	3	5	AMP	driver/enhancer	YES		1	include					RASA2|ZBTB38	1	"""double hotspot"" : gains of ZBTB38/enhancer region and loss of RASA2"				"CHECK - ZBTB38 is located directly next to RASA2 -- are gain of function events on the former associated with transection and loss of function of the latter?, SPLIT ?? Different effect on the two genes"	"ZBTB38: DNA methylation reader important in plasma cell differentiation, strong enhancer | RASA2: loss of function/DEL SVs, suppression of MAPK. "	http://www.bloodjournal.org/content/130/Suppl_1/4382.abstract?sso-checked=true	agnostic	i=2-g=5-n=8			3q23_AMP_141003234_141168199	ACPL2|ZBTB38
nonClustered_chr3_169.2Mb	2	pseudoBinningAll_chr3_169.2Mb	q26.2	chr3	169200378	169683058	482680	25	20	4	8	1	12	AMP	driver/enhancer	YES		1	include					SEC62|SAMD7	1		0	1	overexpression of both SEC62 and SAMD7		"GISTIC AMP peak involvement and overexpression of SEC62, ER protein involved in unfolded protein response. DUP, TRA, templatex. Enrichment for enhancers, likely driver/enhancer region."		agnostic	i=2-g=5-n=8			3q26.2_AMP_169617701_169712999	SEC62|SAMD7|LOC100128164
nonClustered_chr3_176.7Mb	2	pseudoBinningAll_chr3_176.8Mb	q26.32	chr3	176746035	176883440	137405	23	14	20	2	0	1	DEL	driver/enhancer	YES		1	include	report as having CNV support?	it seems also to me that a GISTIC PEAK IS THERE. The gene is not overexpressed. Check with teja this case. If gistic is confirmed and these SV are not all hyperidploid I'd keep it	reporting as CNV supported until proven otherwise given the gistic peak		TBL1XR1	1	"highly focal, no visible peak at figure resolution -- in Teja plot it looks like a gistic peak, but I cannot se it in my data"	0	0			"Recurrent focal deletions involving putative driver TBL1XR1, oncogene and TSG in cosmic. "		agnostic	i=2-g=5-n=8	3q26.32_DEL_171576201_198022430	hsa-mir-922|hsa-mir-570|hsa-mir-3137|hsa-mir-944|hsa-mir-28|hsa-mir-1248|hsa-mir-1224|ACTL6A|AHSG|APOD|BCL6|BDH1|AP2M1|CLCN2|CPN2|CRYGS|DGKG|DLG1|DVL3|ECT2|EHHADH|EIF4A2|EIF4G1|EPHB3|ETV5|FGF12|GHSR|GP5|HRG|HES1|IL1RAP|KNG1|LPP|MFI2|MUC4|NDUFB5|OPA1|PAK2|PCYT1A|PIK3CA|POLR2H|PPP1R2|MASP1|PSMD2|RFC4|SNORA63|RPL35A|TRA2B|ST6GAL1|SOX2|SST|TFRC|THPO|FXR1|TP63|CHRD|TNFSF10|EIF2B5|USP13|CLDN1|MAP3K13|ADIPOQ|KIAA0226|ECE2|ABCC5|TNK2|ALG3|KCNMB2|IGF2BP2|CLDN16|NLGN1|NCBP2|MCF2L2|ATP11B|VPS8|ACAP2|UBXN7|FETUB|LAMP3|KCNMB3|ZNF639|PEX5L|DNAJB11|DCUN1D1|KLHL24|PIGX|TBCCD1|LEPREL1|ABCF3|LSG1|PARL|MFN1|YEATS2|MCCC1|HRASLS|MRPL47|NCEH1|SENP2|GNB4|RTP4|MAGEF1|ZMAT3|FNDC3B|ATP13A3|TBL1XR1|MAP6D1|PIGZ|SPATA16|B3GNT5|IQCG|ATP13A4|FYTTD1|MGC2889|LRCH3|CEP19|LMLN|KLHL6|VWA5B2|TMEM41A|TMEM44|CAMK2N2|TM4SF19|RPL39L|DNAJC19|FAM131A|ZDHHC19|LRRC15|FAM43A|TMEM207|RTP1|TTC14|MB21D2|XXYLT1|CCDC50|PYDC2|LOC152217|RNF168|HTR3C|LIPH|HTR3D|OSTalpha|FBXO45|MUC20|SENP5|LOC220729|LOC253573|NAALADL2|TCTEX1D2|C3orf43|SDHAP1|UTS2D|HTR3E|C3orf70|TPRG1|CCDC39|LOC339926|LPP-AS2|LOC344887|RTP2|OSTN|ATP13A5|SOX2-OT|WDR53|ANKRD18DP|LRRC33|FLJ46066|FLJ42393|FLJ34208|LOC401109|SNORD2|SNORA4|C3orf65|GMNC|LOC647323|SNORA81|SNORD66|MIR570|SDHAP2|FAM157A|MIR922|MIR944|LOC100128023|LOC100131551|LOC100131635|SNAR-I|MIR1224|MIR1248|LOC100505687|MFI2-AS1|LOC100507086|LOC100507391|TM4SF19-TCTEX1D2|MIR4797|MIR4789		
nonClustered_chr4_1.8Mb	2	pseudoBinningAll_chr4_1.8Mb	p16.3	chr4	1843317	1919728	76411	98	68	12	0	2	84	NO	driver	KNOWN		1	include					WHSC1|FGFR3	1		1	1			MMSET		agnostic	i=2-g=5-n=8				
nonClustered_chr4_91Mb	2	pseudoBinningAll_chr4_91Mb	q22.1	chr4	91024513	92496413	1471900	67	34	53	14	0	0	DEL	unknown	YES	YES	1	include					CCSER1	1		0	0			"GISTIC DEL peak FAM190A (CCSER1), regulator or structural component required for normal mitosis. Both the rare truncating mutations and common in-frame deletion alteration of FAM190A may contribute to the chromosomal instability of cancer. Also evidence of fragile site -- inconclusive/unknown"	https://www.ncbi.nlm.nih.gov/pubmed/23665203 https://www.biorxiv.org/content/biorxiv/early/2018/09/20/415133.full.pdf https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546318/	agnostic	i=2-g=5-n=8	4q22.1_DEL_90871176_93231382	FAM190A		
nonClustered_chr4_95.5Mb	2	pseudoBinningAll_chr4_95.5Mb	q22.3	chr4	95518558	95565435	46877	8	8	1	0	0	7	NO	artifact	NO		0	exclude				"TRA: same events as chr4 hotspot, probably all artifacts"		0						"Stereotypical translocation breakpoints, no clear target. "		agnostic	i=2-g=5-n=8				
nonClustered_chr4_153.4Mb	2	pseudoBinningAll_chr4_153.4Mb	q31.3	chr4	153362608	153627902	265294	34	16	3	9	3	19	AMP	driver/enhancer	KNOWN		1	include					FBXW7	1	AMP/templated	1	0	several fusions involving FBXW7 and nearby gene TMEM154		GISTIC AMP peak on neighboring TMEM154.Ubiquitin ligase FBXW7 is known cancer driver with both gain and loss of function properties. Massive enhancer region. 	https://www.ncbi.nlm.nih.gov/pubmed/29617661	agnostic	i=2-g=5-n=8			4q31.3_AMP_153462001_153613099	TMEM154
nonClustered_chr5_10.3Mb	2	pseudoBinningAll_chr5_10.3Mb	p15.2	chr5	10273241	10275455	2214	19	10	19	0	0	0	NO	artifact	NO		0	exclude						0						"Stereotypical small DEL without CNV, likely artifact/unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr5_20.8Mb	2	pseudoBinningAll_chr5_20.8Mb	p14.3	chr5	20832929	21452515	619586	12	8	8	0	4	0	NO	artifact	NO		0	exclude						0						"Stereotypical inversion breakpoints, no clear target. Likely artifact/unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr5_112.5Mb	2	pseudoBinningAll_chr5_112.5Mb	q22.2	chr5	112493731	112812745	319014	17	10	5	8	0	4	DEL	enhancer	YES		1	include						1		0	0			"No clear driver gene, but highly enriched for enhancers explaining hotspot. APC 1 Mb from peak, but not differentially expressed"		agnostic	i=2-g=5-n=8	5q21.1_DEL_83669601_133297884	hsa-mir-1289-2|hsa-mir-1244-2|hsa-mir-548f-3|hsa-mir-548p|hsa-mir-583|hsa-mir-2277|hsa-mir-9-2|hsa-mir-4280|APC|ALDH7A1|CAMK4|CAST|CCNH|CDO1|CETN3|CHD1|AP3S1|COX7C|CSF2|CSNK1G3|DMXL1|EFNA5|FBN2|FER|GDF9|GLRX|HINT1|HSD17B4|HSPA4|IL3|IL4|IL5|IL13|IRF1|KCNN2|LMNB1|LNPEP|LOX|MAN2A1|MCC|MEF2C|PAM|PCSK1|PGGT1B|PPIC|RASA1|SLC12A2|SLC22A4|SLC22A5|SNX2|SRP19|NR2F1|ST8SIA4|REEP5|PDLIM4|P4HA2|ATG12|NREP|RAB9BP1|SNCAIP|TTC37|PJA2|RAD50|POLR3G|KIF3A|RHOBTB3|ELL2|FSTL4|SEPT8|PPIP5K2|ACSL6|TNFAIP8|UQCRQ|AFF4|SLC27A6|SNX24|TMED7|ISOC1|PRR16|COMMD10|RAPGEF6|ERAP1|PHAX|FLJ11235|ZCCHC10|GIN1|TRIM36|RIOK2|FEM1C|CDC42SE2|ZNF608|SEMA6A|ARRDC3|EPB41L4A|ERAP2|FBXL17|YTHDC2|GRAMD3|MCTP1|NUDT12|SPATA9|TSSK1B|FAM172A|GPR98|ANKRD32|MEGF10|TSLP|C5orf30|LYRM7|SLC25A46|PRDM6|FTMT|FNIP1|EPB41L4A-AS1|MARCH3|LYSMD3|LEAP2|SLCO6A1|PRRC1|ZNF474|POU5F2|STARD4|WDR36|SOWAHA|SHROOM1|CEP120|MBLAC2|TMEM161B|SRFBP1|ARSK|FAM81B|CCDC112|DCP2|LIX1|ADAMTS19|C5orf27|AQPEP|KIAA0825|GPR150|DTWD2|NBPF22P|RGMB|RFESD|CHSY3|FAM170A|FAM174A|SLCO4C1|TICAM2|C5orf48|C5orf63|MIR9-2|FLJ42709|C5orf56|FLJ35946|LOC553103|CTXN3|TMEM232|LOC644100|FLJ33630|CCNI2|LINC00461|SNORA13|MIR583|LOC728342|LOC100129716|LOC100133050|LOC100289230|LOC100289673|MIR1289-2|MIR1244-1|TMED7-TICAM2|MIR2277|MIR1244-3|MIR1244-2|MIR4280|MIR3607|MIR3660|MIR3936|LOC100505678|LOC100505841|LOC100505894|MIR4633|MIR4460		
nonClustered_chr5_172.6Mb	2	pseudoBinningAll_chr5_173Mb	q35.1;q35.2	chr5	172572757	173301589	728832	38	17	6	16	5	11	AMP	driver/enhancer	YES		1	include					CPEB4	1		0	0			"GISTIC AMP peak involving only CPEB4, a regulator of unfolded protein response and cell cycle. Highly enriched for enhancers / putative driver"		agnostic	i=2-g=5-n=8			5q35.2_AMP_173179701_173273299	CPEB4
nonClustered_chr6_0.2Mb	2	pseudoBinningAll_chr6_0.2Mb	p25.3	chr6	202695	502255	299560	24	14	2	13	0	9	NO	driver/enhancer	YES		1	include					IRF4	1		0	0			Enriched for DUP/templated on IRF4 and neighbor DUSP22 with massive enhancer regions. Driver/enhancer hotspot. 		agnostic	i=2-g=5-n=8				
nonClustered_chr6_7.7Mb	2	pseudoBinningAll_chr6_7.7Mb	p24.3	chr6	7695583	8155188	459605	82	46	10	16	3	53	AMP	driver/enhancer	KNOWN		1	include					BMP6|TXNDC5	1		1	0	"Multiple fusions involving TXNDC5 including several templated, often without overexpression. "		GISTIC AMP peak involving BMP6/TXNDC5 with surrounding massive enhancers. Clear hotspot.		agnostic	i=2-g=5-n=8			6p24.3_AMP_7818601_8039899	BMP6|MUTED|TXNDC5|PIP5K1P1|MUTED-TXNDC5|EEF1E1-MUTED
nonClustered_chr6_11.1Mb	2	unique	p24.2;p24.1	chr6	11102046	11552032	449986	19	11	0	13	3	3	AMP	driver/enhancer	YES		1	include					NEDD9	1		1		2x NEDD9 fusions with overexpression: TBXAS1 (templated) and ENSG00000242753 (DUP)		GISTIC AMP peak including only NEDD9 with surrounding enrichment for enhancers. Clear hotspot. May play an important role in integrin beta-1 or B cell antigen receptor (BCR) mediated signaling in B- and T-cells. 		agnostic	i=2-g=5-n=8			6p24.2_AMP_11350487_11536699	NEDD9
nonClustered_chr6_32.6Mb	2	unique	p21.32	chr6	32596469	33063580	467111	15	9	7	4	1	3	NO	unknown	YES		1	include						0		0	0			No clear target -- unknown		agnostic	i=2-g=5-n=8				
nonClustered_chr6_66.3Mb	2	pseudoBinningAll_chr6_66.1Mb	q12;q13	chr6	66260024	70066216	3806192	56	27	28	10	14	4	NO	unknown	YES		1	include						1	"fluctuating copy number with two wide peaks in either end of this large region, one with AMP and one with DEL"	0	0			"Many real events, no clear target -- unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr6_78.6Mb	2	pseudoBinningAll_chr6_78.6Mb	q14.1	chr6	78649421	79421461	772040	16	11	2	4	1	9	NO	artifact	NO		0	exclude				"TRA: 6 single TRA 3;6, no CNV, likely artifact. One 6;5 TRA likely real."		0						"Stereotypical translocation breakpoints, no clear target. "		agnostic	i=2-g=5-n=8				
nonClustered_chr6_106.3Mb	2	pseudoBinningAll_chr6_106.3Mb	q21	chr6	106299121	106631817	332696	17	11	0	10	0	7	NO	driver/enhancer	YES		1	include					ATG5|PRDM1	1	peak beween PRDM1 and neighbor ATG5	0	0			Massive enhancer region with SV breakpoint peak beween PRDM1 and neighbor ATG5 (ubiquitin/autophagy gene). May be driver activation of PRDM1 or enhancer involvement.		agnostic	i=2-g=5-n=8				
nonClustered_chr6_108.9Mb	2	pseudoBinningAll_chr6_108.9Mb	q21	chr6	108884686	109340606	455920	51	26	6	21	0	24	AMP	driver/enhancer	KNOWN		1	include					FOXO3	1		1	1	1x fusion of FOXO3 with nearby ARMC2 (DUP		GISTIC AMP peak involving FOXO3 with massive enhancer region surrounding. DUP and templated with overexpression. Clear driver/enhancer hotspot		agnostic	i=2-g=5-n=8			6q21_AMP_108995501_109078099	FOXO3|LINC00222
nonClustered_chr7_7.9Mb	2	pseudoBinningAll_chr7_7.9Mb	p21.3	chr7	7919390	8071567	152177	18	9	2	9	3	4	AMP	enhancer	YES		1	include					GLCCI1	1		0	0	"fusions without overexpression, including 1x with LTBR (TRA)"		"GISTIC AMP peak surrounding GLCCI1 (glucocorticoid responsive) and massive enhancer region. Not differentially expressed, likely enhancer. "		agnostic	i=2-g=5-n=8			7p21.3_AMP_7912401_8070699	GLCCI1|LOC729852
nonClustered_chr8_2.2Mb	2	unique	p23.3;p23.2	chr8	2185141	4125010	1939869	30	16	15	4	7	4	NO	unknown	YES	YES	1	include					CSMD1	0		0	0			"Unknown gene in MM, possible TSG in breast, known fragile site"	https://www.ncbi.nlm.nih.gov/pubmed/27764775	agnostic	i=2-g=5-n=8				
nonClustered_chr8_95.5Mb	2	pseudoBinningAll_chr8_95.9Mb	q22.1	chr8	95476648	96265739	789091	23	16	10	4	1	8	NO	artifact	NO		0	exclude				 TRA: partner locus of the chr19 putative artifact hotspot -- 5 single TRA without CNV. 		0						"Stereotypical translocation breakpoints, no clear target. "		agnostic	i=2-g=5-n=8				
nonClustered_chr8_126.2Mb	2	pseudoBinningAll_chr8_126.3Mb	q24.13	chr8	126193976	126418145	224169	36	29	16	7	6	7	DEL|AMP	driver	KNOWN		1	include					NSMCE2|MYC	1		0	1	MYC overexpression limma		"Real target MYC involvement --- also E3 SUMO-protein ligase component of the SMC5-SMC6 complex, a complex involved in DNA double-strand break repair by homologous recombination."	https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1007942	agnostic	i=2-g=5-n=8	8q24.13_DEL_126089201_128026499	TRIB1|FAM84B|NSMCE2|LOC100130231	8q24.13_AMP_126265101_126466399	TRIB1|NSMCE2
nonClustered_chr8_128.5Mb	2	pseudoBinningAll_chr8_126.3Mb	q24.21	chr8	128533851	130021126	1487275	381	211	32	90	21	238	DEL|AMP	driver	KNOWN		1	include					MYC	1		1	1			MYC		agnostic	i=2-g=5-n=8	8q24.21_DEL_128488801_130231599	hsa-mir-1208|hsa-mir-1207|hsa-mir-1205|hsa-mir-1204|MYC|PVT1|MIR1205|MIR1206|MIR1207|MIR1204|MIR1208	8q24.21_AMP_128656601_128897099|8q24.21_AMP_129107501_129452799	hsa-mir-1204|MYC|PVT1|MIR1204_hsa-mir-1208|PVT1|MIR1208
nonClustered_chr9_9Mb	2	pseudoBinningAll_chr9_9Mb	p24.1;p23	chr9	8971648	10403516	1431868	84	38	67	14	0	3	NO	driver	YES	CHECK	1	include					PTPRD	1		0	0		CHECK - FRAGILE? Loss of function from focal transecting DUP?	"Suspected MM TSG, but also large gene that is a putative fragile site. Driver/uncertain"		agnostic	i=2-g=5-n=8				
nonClustered_chr9_21.8Mb	2	pseudoBinningAll_chr9_21.7Mb	p21.3	chr9	21768987	22581422	812435	29	17	20	1	3	5	DEL	driver	KNOWN		1	include					CDKN2A|CDKN2B	1		0	0		CHECK function of TRAs associated with CN loss	GISTIC DEL peak supporting SV hotspot on CDKN2A/B		agnostic	i=2-g=5-n=8	9p21.3_DEL_21865051_22448199	CDKN2A|CDKN2B|C9orf53|CDKN2B-AS1		
nonClustered_chrX_0.3Mb	2	unique	p22.33	chrX	325304	2294951	1969647	26	10	22	4	0	0	NO	artifact	NO		0	exclude						0						"Stereotypical small DEL without CNV, likely artifact/unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chrX_95.9Mb	2	pseudoBinningAll_chrX_95.9Mb	q21.33	chrX	95922610	96844438	921828	62	31	58	4	0	0	NO	unknown	YES	CHECK	1	include					RPA4|DIAPH2|RBSG1	1		0	0		CHECK - FRAGILE?	"RPA4, DIAPH2, RBSG1: genes massively involved by focal deletions, not known relation to MM."		agnostic	i=2-g=5-n=8				
